Student_Number,Course_Number,Section_Number,Dateenrolled,DateLeft,Term_Number,SchoolID,Section_ID_Internal
27130,OI1305,102,,,3600,13000,OI1305.2
29133,A1006,106,,,3600,13000,A1006.6
29133,ADVHS01,123,,,3600,13000,ADVHS01.23
29133,B1001,107,,,3600,13000,B1001.7
29133,E1001,104,,,3600,13000,E1001.4
29133,G1004,102,,,3600,13000,G1004.2
29133,H1001,102,,,3600,13000,H1001.2
29133,I1003,107,,,3600,13000,I1003.7
29133,OI1003,101,,,3600,13000,OI1003.1
29133,OZ1323,103,,,3600,13000,OZ1323.3
28166,ADVHS01,132,,,3600,13000,ADVHS01.32
28166,E1101,103,,,3600,13000,E1101.3
28166,I1212,101,,,3602,13000,I1212.1
28166,I1213,103,,,3601,13000,I1213.3
28166,I1214,102,,,3600,13000,I1214.2
28166,OC1307,101,,,3600,13000,OC1307.1
28166,OJ1203,101,,,3600,13000,OJ1203.1
28166,VHS0052,102,,,3600,13000,VHS0052.2
27057,ADVHS01,121,,,3600,13000,ADVHS01.21
27057,C0907,101,,,3600,13000,C0907.1
27057,E1101,102,,,3600,13000,E1101.2
27057,G1203,102,,,3600,13000,G1203.2
27057,L1304,101,,,3600,13000,L1304.1
27057,OA1319,101,,,3600,13000,OA1319.1
27057,OB1520,102,,,3600,13000,OB1520.2
27057,OH1305,101,,,3600,13000,OH1305.1
27057,OI1003,101,,,3600,13000,OI1003.1
27012,A1204,101,,,3600,13000,A1204.1
27012,ADVHS01,101,,,3600,13000,ADVHS01.1
27012,E1101,104,,,3600,13000,E1101.4
27012,E1201,105,,,3600,13000,E1201.5
27012,G1201,106,,,3600,13000,G1201.6
27012,J1203,104,,,3600,13000,J1203.4
27012,L1304,102,,,3600,13000,L1304.2
27012,OH1501,101,,,3600,13000,OH1501.1
27012,OI1305,104,,,3600,13000,OI1305.4
28135,ADVHS01,107,,,3600,13000,ADVHS01.7
28135,C0904,101,,,3600,13000,C0904.1
28135,E1101,102,,,3600,13000,E1101.2
28135,G1203,103,,,3600,13000,G1203.3
28135,L1301,101,,,3600,13000,L1301.1
28135,OA1304,101,,,3600,13000,OA1304.1
28135,OH1401,101,,,3600,13000,OH1401.1
28135,OI1305,101,,,3600,13000,OI1305.1
29046,A1006,103,,,3600,13000,A1006.3
29046,ADVHS01,106,,,3600,13000,ADVHS01.6
29046,B1001,107,,,3600,13000,B1001.7
29046,B1006,101,,,3600,13000,B1006.1
29046,E1001,102,,,3600,13000,E1001.2
29046,G1004,107,,,3600,13000,G1004.7
29046,I1003,106,,,3600,13000,I1003.6
29046,I1214,103,,,3600,13000,I1214.3
29046,OJ1204,101,,,3600,13000,OJ1204.1
26106,ADVHS01,122,,,3600,13000,ADVHS01.22
26106,E1201,106,,,3600,13000,E1201.6
26106,G1201,102,,,3600,13000,G1201.2
26106,I1212,103,,,3602,13000,I1212.3
26106,I1213,101,,,3601,13000,I1213.1
26106,J1203,104,,,3600,13000,J1203.4
26106,L1301,102,,,3600,13000,L1301.2
26106,OA1322,101,,,3600,13000,OA1322.1
26106,OH1306,102,,,3600,13000,OH1306.2
26106,OI1305,104,,,3600,13000,OI1305.4
29027,A1006,104,,,3600,13000,A1006.4
29027,ADVHS01,110,,,3600,13000,ADVHS01.10
29027,B1001,103,,,3600,13000,B1001.3
29027,B1006,102,,,3600,13000,B1006.2
29027,E1001,103,,,3600,13000,E1001.3
29027,G1004,103,,,3600,13000,G1004.3
29027,H1001,101,,,3600,13000,H1001.1
29027,I1211,101,,,3600,13000,I1211.1
29027,OJ1306,101,,,3600,13000,OJ1306.1
27097,ADVHS01,122,,,3600,13000,ADVHS01.22
27097,E1201,102,,,3600,13000,E1201.2
27097,G1201,104,,,3600,13000,G1201.4
27097,J1203,104,,,3600,13000,J1203.4
27097,L1304,103,,,3600,13000,L1304.3
27097,OA1322,102,,,3600,13000,OA1322.2
27097,OH1501,101,,,3600,13000,OH1501.1
27097,OI1303,101,,,3600,13000,OI1303.1
29050,A1006,105,,,3600,13000,A1006.5
29050,ADVHS01,102,,,3600,13000,ADVHS01.2
29050,B1001,107,,,3600,13000,B1001.7
29050,E1001,104,,,3600,13000,E1001.4
29050,G1004,102,,,3600,13000,G1004.2
29050,H1001,102,,,3600,13000,H1001.2
29050,I1003,107,,,3600,13000,I1003.7
29050,OI1003,105,,,3600,13000,OI1003.5
29050,OZ1323,104,,,3600,13000,OZ1323.4
29014,A0901,104,,,3600,13000,A0901.4
29014,ADVHS01,129,,,3600,13000,ADVHS01.29
29014,B0901,103,,,3600,13000,B0901.3
29014,E0901,103,,,3600,13000,E0901.3
29014,G0901,106,,,3600,13000,G0901.6
29014,I0903,103,,,3600,13000,I0903.3
29014,J0901,101,,,3600,13000,J0901.1
29014,OC1306,101,,,3600,13000,OC1306.1
29155,A1006,103,,,3600,13000,A1006.3
29155,ADVHS01,110,,,3600,13000,ADVHS01.10
29155,B1001,107,,,3600,13000,B1001.7
29155,E1001,102,,,3600,13000,E1001.2
29155,G1004,102,,,3600,13000,G1004.2
29155,I1003,107,,,3600,13000,I1003.7
29155,I1214,103,,,3600,13000,I1214.3
29155,OI1003,101,,,3600,13000,OI1003.1
29155,OZ1323,103,,,3600,13000,OZ1323.3
28164,ADVHS01,103,,,3600,13000,ADVHS01.3
28164,E1101,105,,,3600,13000,E1101.5
28164,G1203,102,,,3600,13000,G1203.2
28164,I1214,102,,,3600,13000,I1214.2
28164,L1301,101,,,3600,13000,L1301.1
28164,L1302,102,,,3600,13000,L1302.2
28164,OC1310,101,,,3600,13000,OC1310.1
28164,OI1003,106,,,3600,13000,OI1003.6
27035,ADVHS01,122,,,3600,13000,ADVHS01.22
27035,E1201,102,,,3600,13000,E1201.2
27035,G1201,103,,,3600,13000,G1201.3
27035,L1304,103,,,3600,13000,L1304.3
27035,OA1322,102,,,3600,13000,OA1322.2
27035,OB1532,101,,,3600,13000,OB1532.1
27035,OH1306,103,,,3600,13000,OH1306.3
27035,OI1303,101,,,3600,13000,OI1303.1
27035,OI1305,102,,,3600,13000,OI1305.2
29071,A1006,106,,,3600,13000,A1006.6
29071,ADVHS01,109,,,3600,13000,ADVHS01.9
29071,B1001,101,,,3600,13000,B1001.1
29071,E1001,102,,,3600,13000,E1001.2
29071,G1004,105,,,3600,13000,G1004.5
29071,H1001,101,,,3600,13000,H1001.1
29071,OI1003,101,,,3600,13000,OI1003.1
29071,OZ1207,102,,,3600,13000,OZ1207.2
29071,OZ1323,103,,,3600,13000,OZ1323.3
27025,A1204,103,,,3600,13000,A1204.3
27025,ADVHS01,116,,,3600,13000,ADVHS01.16
27025,C0907,101,,,3600,13000,C0907.1
27025,E1201,103,,,3600,13000,E1201.3
27025,G1202,101,,,3600,13000,G1202.1
27025,I1212,102,,,3602,13000,I1212.2
27025,I1213,104,,,3601,13000,I1213.4
27025,J1203,102,,,3600,13000,J1203.2
27025,OI1303,102,,,3600,13000,OI1303.2
27081,ADVHS01,101,,,3600,13000,ADVHS01.1
27081,E1201,104,,,3600,13000,E1201.4
27081,G1201,106,,,3600,13000,G1201.6
27081,I1212,103,,,3602,13000,I1212.3
27081,I1213,101,,,3601,13000,I1213.1
27081,OA1322,101,,,3600,13000,OA1322.1
27081,OB1520,101,,,3600,13000,OB1520.1
27081,OB1532,101,,,3600,13000,OB1532.1
27081,OH1306,102,,,3600,13000,OH1306.2
27131,ADVHS01,123,,,3600,13000,ADVHS01.23
27131,E1201,104,,,3600,13000,E1201.4
27131,G1201,104,,,3600,13000,G1201.4
27131,J1203,101,,,3600,13000,J1203.1
27131,L1304,103,,,3600,13000,L1304.3
27131,OA1322,101,,,3600,13000,OA1322.1
27131,OB1520,102,,,3600,13000,OB1520.2
27131,OH1306,102,,,3600,13000,OH1306.2
27131,OI1303,101,,,3600,13000,OI1303.1
29052,A1006,105,,,3600,13000,A1006.5
29052,ADVHS01,104,,,3600,13000,ADVHS01.4
29052,B1001,104,,,3600,13000,B1001.4
29052,E1001,102,,,3600,13000,E1001.2
29052,G1004,105,,,3600,13000,G1004.5
29052,H1001,101,,,3600,13000,H1001.1
29052,I1003,107,,,3600,13000,I1003.7
29052,OJ1204,101,,,3600,13000,OJ1204.1
29052,OZ1323,104,,,3600,13000,OZ1323.4
29034,A1006,102,,,3600,13000,A1006.2
29034,ADVHS01,109,,,3600,13000,ADVHS01.9
29034,B1001,107,,,3600,13000,B1001.7
29034,E1001,101,,,3600,13000,E1001.1
29034,G1004,102,,,3600,13000,G1004.2
29034,H1206,101,,,3600,13000,H1206.1
29034,OI1003,104,,,3600,13000,OI1003.4
29034,OZ1207,102,,,3600,13000,OZ1207.2
29034,OZ1323,104,,,3600,13000,OZ1323.4
30161,A0901,102,,,3600,13000,A0901.2
30161,ADVHS01,117,,,3600,13000,ADVHS01.17
30161,B0901,101,,,3600,13000,B0901.1
30161,C0904,102,,,3600,13000,C0904.2
30161,E0901,102,,,3600,13000,E0901.2
30161,G0901,107,,,3600,13000,G0901.7
30161,H0904,104,,,3600,13000,H0904.4
30161,I1003,103,,,3600,13000,I1003.3
30161,J0903,101,,,3600,13000,J0903.1
29153,A1006,102,,,3600,13000,A1006.2
29153,ADVHS01,113,,,3600,13000,ADVHS01.13
29153,B1001,104,,,3600,13000,B1001.4
29153,E1001,106,,,3600,13000,E1001.6
29153,H1206,101,,,3600,13000,H1206.1
29153,OI1003,104,,,3600,13000,OI1003.4
29153,OJ1204,101,,,3600,13000,OJ1204.1
29153,OZ1323,102,,,3600,13000,OZ1323.2
29153,VHS0052,101,,,3600,13000,VHS0052.1
28054,ADVHS01,112,,,3600,13000,ADVHS01.12
28054,E1101,105,,,3600,13000,E1101.5
28054,I1204,102,,,3600,13000,I1204.2
28054,L1304,101,,,3600,13000,L1304.1
28054,OA1317,101,,,3600,13000,OA1317.1
28054,OA1319,102,,,3600,13000,OA1319.2
28054,OC1310,101,,,3600,13000,OC1310.1
28054,OH1305,103,,,3600,13000,OH1305.3
28054,VHS0052,102,,,3600,13000,VHS0052.2
28102,A1105,102,,,3600,13000,A1105.2
28102,ADVHS01,128,,,3600,13000,ADVHS01.28
28102,C0904,102,,,3600,13000,C0904.2
28102,E1101,105,,,3600,13000,E1101.5
28102,G1203,103,,,3600,13000,G1203.3
28102,L1301,101,,,3600,13000,L1301.1
28102,L1302,101,,,3600,13000,L1302.1
28102,OH1305,101,,,3600,13000,OH1305.1
28102,OI1003,106,,,3600,13000,OI1003.6
30079,A0901,104,,,3600,13000,A0901.4
30079,ADVHS01,106,,,3600,13000,ADVHS01.6
30079,B0901,104,,,3600,13000,B0901.4
30079,E0901,103,,,3600,13000,E0901.3
30079,G0901,104,,,3600,13000,G0901.4
30079,H0904,101,,,3600,13000,H0904.1
30079,I0903,101,,,3600,13000,I0903.1
30079,J0903,102,,,3600,13000,J0903.2
30079,OC1305,104,,,3600,13000,OC1305.4
30111,A0901,101,,,3600,13000,A0901.1
30111,ADVHS01,114,,,3600,13000,ADVHS01.14
30111,B0901,101,,,3600,13000,B0901.1
30111,E0901,102,,,3600,13000,E0901.2
30111,G0901,103,,,3600,13000,G0901.3
30111,H0904,104,,,3600,13000,H0904.4
30111,I1003,104,,,3600,13000,I1003.4
30111,J0903,101,,,3600,13000,J0903.1
30111,OC1305,101,,,3600,13000,OC1305.1
30125,A0901,102,,,3600,13000,A0901.2
30125,ADVHS01,133,,,3600,13000,ADVHS01.33
30125,B0901,103,,,3600,13000,B0901.3
30125,E0901,102,,,3600,13000,E0901.2
30125,G0901,102,,,3600,13000,G0901.2
30125,I0903,101,,,3600,13000,I0903.1
30125,J0903,101,,,3600,13000,J0903.1
30125,OC1305,104,,,3600,13000,OC1305.4
30069,A0901,102,,,3600,13000,A0901.2
30069,ADVHS01,126,,,3600,13000,ADVHS01.26
30069,B0901,107,,,3600,13000,B0901.7
30069,C0904,102,,,3600,13000,C0904.2
30069,E0901,106,,,3600,13000,E0901.6
30069,G0901,107,,,3600,13000,G0901.7
30069,I1003,103,,,3600,13000,I1003.3
30069,J0901,102,,,3600,13000,J0901.2
30023,A0901,102,,,3600,13000,A0901.2
30023,ADVHS01,107,,,3600,13000,ADVHS01.7
30023,B0901,102,,,3600,13000,B0901.2
30023,C0904,103,,,3600,13000,C0904.3
30023,E0901,104,,,3600,13000,E0901.4
30023,G0901,107,,,3600,13000,G0901.7
30023,H0904,104,,,3600,13000,H0904.4
30023,I1003,103,,,3600,13000,I1003.3
30023,J0901,102,,,3600,13000,J0901.2
30055,A0901,104,,,3600,13000,A0901.4
30055,ADVHS01,126,,,3600,13000,ADVHS01.26
30055,B0901,107,,,3600,13000,B0901.7
30055,C0904,102,,,3600,13000,C0904.2
30055,E0901,101,,,3600,13000,E0901.1
30055,G0901,107,,,3600,13000,G0901.7
30055,H0904,101,,,3600,13000,H0904.1
30055,I1003,105,,,3600,13000,I1003.5
30055,J0901,103,,,3600,13000,J0901.3
29113,A1006,101,,,3600,13000,A1006.1
29113,ADVHS01,106,,,3600,13000,ADVHS01.6
29113,B1001,106,,,3600,13000,B1001.6
29113,C0904,101,,,3600,13000,C0904.1
29113,E1001,106,,,3600,13000,E1001.6
29113,G1004,101,,,3600,13000,G1004.1
29113,H1001,102,,,3600,13000,H1001.2
29113,I1211,102,,,3600,13000,I1211.2
29113,OZ1323,102,,,3600,13000,OZ1323.2
29089,A1006,104,,,3600,13000,A1006.4
29089,ADVHS01,101,,,3600,13000,ADVHS01.1
29089,B1001,107,,,3600,13000,B1001.7
29089,C0904,101,,,3600,13000,C0904.1
29089,E1001,105,,,3600,13000,E1001.5
29089,G1004,106,,,3600,13000,G1004.6
29089,H1001,102,,,3600,13000,H1001.2
29089,OI1003,103,,,3600,13000,OI1003.3
29089,OZ1323,104,,,3600,13000,OZ1323.4
30036,A0901,102,,,3600,13000,A0901.2
30036,ADVHS01,109,,,3600,13000,ADVHS01.9
30036,B0901,101,,,3600,13000,B0901.1
30036,C0904,104,,,3600,13000,C0904.4
30036,E0901,105,,,3600,13000,E0901.5
30036,G0901,106,,,3600,13000,G0901.6
30036,H0904,103,,,3600,13000,H0904.3
30036,I1003,105,,,3600,13000,I1003.5
30036,J0901,103,,,3600,13000,J0901.3
29173,A1006,105,,,3600,13000,A1006.5
29173,ADVHS01,125,,,3600,13000,ADVHS01.25
29173,B1001,106,,,3600,13000,B1001.6
29173,C0904,101,,,3600,13000,C0904.1
29173,E1001,106,,,3600,13000,E1001.6
29173,G1004,101,,,3600,13000,G1004.1
29173,H1001,102,,,3600,13000,H1001.2
29173,I1211,102,,,3600,13000,I1211.2
29173,OZ1323,102,,,3600,13000,OZ1323.2
28046,A1006,106,,,3600,13000,A1006.6
28046,ADVHS01,120,,,3600,13000,ADVHS01.20
28046,B1001,103,,,3600,13000,B1001.3
28046,E1001,106,,,3600,13000,E1001.6
28046,G1004,107,,,3600,13000,G1004.7
28046,H1001,101,,,3600,13000,H1001.1
28046,I1003,106,,,3600,13000,I1003.6
28046,OC1305,102,,,3600,13000,OC1305.2
28046,OZ1323,105,,,3600,13000,OZ1323.5
29018,A1006,107,,,3600,13000,A1006.7
29018,ADVHS01,130,,,3600,13000,ADVHS01.30
29018,B1001,105,,,3600,13000,B1001.5
29018,E1001,101,,,3600,13000,E1001.1
29018,G1004,107,,,3600,13000,G1004.7
29018,I1003,102,,,3600,13000,I1003.2
29018,I1214,102,,,3600,13000,I1214.2
29018,OZ1207,102,,,3600,13000,OZ1207.2
29018,OZ1323,101,,,3600,13000,OZ1323.1
27085,ADVHS01,126,,,3600,13000,ADVHS01.26
27085,E1201,105,,,3600,13000,E1201.5
27085,G1202,101,,,3600,13000,G1202.1
27085,J1203,102,,,3600,13000,J1203.2
27085,L1304,101,,,3600,13000,L1304.1
27085,OA1322,102,,,3600,13000,OA1322.2
27085,OC1310,102,,,3600,13000,OC1310.2
27085,OH1306,101,,,3600,13000,OH1306.1
27085,OI1303,102,,,3600,13000,OI1303.2
30077,A0901,101,,,3600,13000,A0901.1
30077,ADVHS01,101,,,3600,13000,ADVHS01.1
30077,B0901,101,,,3600,13000,B0901.1
30077,C0904,104,,,3600,13000,C0904.4
30077,E0901,101,,,3600,13000,E0901.1
30077,G0901,101,,,3600,13000,G0901.1
30077,H0904,101,,,3600,13000,H0904.1
30077,I1003,105,,,3600,13000,I1003.5
30077,J0901,103,,,3600,13000,J0901.3
28178,ADVHS01,119,,,3600,13000,ADVHS01.19
28178,C0907,101,,,3600,13000,C0907.1
28178,E1101,106,,,3600,13000,E1101.6
28178,H1201B,101,,,3600,13000,H1201B.1
28178,I1204,101,,,3600,13000,I1204.1
28178,I1212,101,,,3602,13000,I1212.1
28178,I1213,103,,,3601,13000,I1213.3
28178,OA1319,102,,,3600,13000,OA1319.2
28178,VHS0052,101,,,3600,13000,VHS0052.1
27022,A1204,101,,,3600,13000,A1204.1
27022,ADVHS01,109,,,3600,13000,ADVHS01.9
27022,C0905,101,,,3600,13000,C0905.1
27022,E1201,105,,,3600,13000,E1201.5
27022,G1201,101,,,3600,13000,G1201.1
27022,J1203,101,,,3600,13000,J1203.1
27022,L1304,101,,,3600,13000,L1304.1
27022,OH1501,101,,,3600,13000,OH1501.1
27022,OI1303,101,,,3600,13000,OI1303.1
30027,A0901,104,,,3600,13000,A0901.4
30027,ADVHS01,103,,,3600,13000,ADVHS01.3
30027,B0901,105,,,3600,13000,B0901.5
30027,E0901,105,,,3600,13000,E0901.5
30027,G0901,104,,,3600,13000,G0901.4
30027,I1003,105,,,3600,13000,I1003.5
30027,J0901,103,,,3600,13000,J0901.3
30027,OC1307,101,,,3600,13000,OC1307.1
30043,A0901,101,,,3600,13000,A0901.1
30043,ADVHS01,115,,,3600,13000,ADVHS01.15
30043,B0901,103,,,3600,13000,B0901.3
30043,C0904,103,,,3600,13000,C0904.3
30043,E0901,102,,,3600,13000,E0901.2
30043,G0901,101,,,3600,13000,G0901.1
30043,H0904,104,,,3600,13000,H0904.4
30043,I0903,102,,,3600,13000,I0903.2
30043,J0903,101,,,3600,13000,J0903.1
29106,A1006,106,,,3600,13000,A1006.6
29106,ADVHS01,132,,,3600,13000,ADVHS01.32
29106,B1001,105,,,3600,13000,B1001.5
29106,C0907,101,,,3600,13000,C0907.1
29106,E1001,106,,,3600,13000,E1001.6
29106,G1004,107,,,3600,13000,G1004.7
29106,I1211,102,,,3600,13000,I1211.2
29106,I1214,101,,,3600,13000,I1214.1
29106,OZ1323,102,,,3600,13000,OZ1323.2
27017,A1204,103,,,3600,13000,A1204.3
27017,ADVHS01,102,,,3600,13000,ADVHS01.2
27017,E1201,105,,,3600,13000,E1201.5
27017,G1201,103,,,3600,13000,G1201.3
27017,J1203,101,,,3600,13000,J1203.1
27017,L1304,101,,,3600,13000,L1304.1
27017,OC1306,101,,,3600,13000,OC1306.1
27017,OH1501,102,,,3600,13000,OH1501.2
27017,OI1305,104,,,3600,13000,OI1305.4
29122,A1006,106,,,3600,13000,A1006.6
29122,ADVHS01,126,,,3600,13000,ADVHS01.26
29122,B1001,105,,,3600,13000,B1001.5
29122,E1001,104,,,3600,13000,E1001.4
29122,G1004,107,,,3600,13000,G1004.7
29122,I1003,106,,,3600,13000,I1003.6
29122,OZ1207,102,,,3600,13000,OZ1207.2
29122,OZ1323,101,,,3600,13000,OZ1323.1
27040,A1204,103,,,3600,13000,A1204.3
27040,ADVHS01,121,,,3600,13000,ADVHS01.21
27040,E1201,105,,,3600,13000,E1201.5
27040,G1201,103,,,3600,13000,G1201.3
27040,J1203,104,,,3600,13000,J1203.4
27040,L1304,101,,,3600,13000,L1304.1
27040,OC1310,103,,,3600,13000,OC1310.3
27040,OH1501,102,,,3600,13000,OH1501.2
27040,OI1305,104,,,3600,13000,OI1305.4
30155,ADVHS01,122,,,3600,13000,ADVHS01.22
30155,B0901,105,,,3600,13000,B0901.5
30155,C0904,104,,,3600,13000,C0904.4
30155,E0901,103,,,3600,13000,E0901.3
30155,G0901,105,,,3600,13000,G0901.5
30155,H0904,101,,,3600,13000,H0904.1
30155,I0903,101,,,3600,13000,I0903.1
30155,J0901,103,,,3600,13000,J0901.3
30025,A0901,101,,,3600,13000,A0901.1
30025,ADVHS01,131,,,3600,13000,ADVHS01.31
30025,B0901,103,,,3600,13000,B0901.3
30025,E0901,106,,,3600,13000,E0901.6
30025,G0901,105,,,3600,13000,G0901.5
30025,I1003,104,,,3600,13000,I1003.4
30025,J0903,101,,,3600,13000,J0903.1
30025,OC1305,101,,,3600,13000,OC1305.1
29003,A1006,101,,,3600,13000,A1006.1
29003,ADVHS01,110,,,3600,13000,ADVHS01.10
29003,B1001,102,,,3600,13000,B1001.2
29003,E1001,101,,,3600,13000,E1001.1
29003,G1004,106,,,3600,13000,G1004.6
29003,H1001,102,,,3600,13000,H1001.2
29003,I1003,106,,,3600,13000,I1003.6
29003,OI1003,103,,,3600,13000,OI1003.3
29003,OZ1323,104,,,3600,13000,OZ1323.4
30153,A0901,104,,,3600,13000,A0901.4
30153,ADVHS01,129,,,3600,13000,ADVHS01.29
30153,B0901,106,,,3600,13000,B0901.6
30153,C0904,104,,,3600,13000,C0904.4
30153,E0901,106,,,3600,13000,E0901.6
30153,G0901,107,,,3600,13000,G0901.7
30153,I1003,105,,,3600,13000,I1003.5
30153,J0901,101,,,3600,13000,J0901.1
30135,ADVHS01,124,,,3600,13000,ADVHS01.24
30135,B0901,101,,,3600,13000,B0901.1
30135,E0901,106,,,3600,13000,E0901.6
30135,G0901,104,,,3600,13000,G0901.4
30135,H0904,103,,,3600,13000,H0904.3
30135,I1003,103,,,3600,13000,I1003.3
30135,J0901,101,,,3600,13000,J0901.1
30135,OC1305,101,,,3600,13000,OC1305.1
30123,A0901,102,,,3600,13000,A0901.2
30123,ADVHS01,128,,,3600,13000,ADVHS01.28
30123,B0901,102,,,3600,13000,B0901.2
30123,C0904,104,,,3600,13000,C0904.4
30123,E0901,105,,,3600,13000,E0901.5
30123,G0901,107,,,3600,13000,G0901.7
30123,H0904,102,,,3600,13000,H0904.2
30123,I0903,103,,,3600,13000,I0903.3
30123,J0901,102,,,3600,13000,J0901.2
30064,A0901,104,,,3600,13000,A0901.4
30064,ADVHS01,114,,,3600,13000,ADVHS01.14
30064,B0901,103,,,3600,13000,B0901.3
30064,C0904,104,,,3600,13000,C0904.4
30064,E0901,102,,,3600,13000,E0901.2
30064,G0901,101,,,3600,13000,G0901.1
30064,H0904,103,,,3600,13000,H0904.3
30064,I0903,102,,,3600,13000,I0903.2
30064,J0901,103,,,3600,13000,J0901.3
30109,A0901,101,,,3600,13000,A0901.1
30109,ADVHS01,132,,,3600,13000,ADVHS01.32
30109,B0901,101,,,3600,13000,B0901.1
30109,E0901,104,,,3600,13000,E0901.4
30109,G0901,106,,,3600,13000,G0901.6
30109,H0904,101,,,3600,13000,H0904.1
30109,I0903,102,,,3600,13000,I0903.2
30109,J0901,102,,,3600,13000,J0901.2
30109,OC1305,104,,,3600,13000,OC1305.4
30058,A0901,102,,,3600,13000,A0901.2
30058,ADVHS01,127,,,3600,13000,ADVHS01.27
30058,B0901,106,,,3600,13000,B0901.6
30058,C0904,104,,,3600,13000,C0904.4
30058,E0901,103,,,3600,13000,E0901.3
30058,G0901,101,,,3600,13000,G0901.1
30058,I1003,105,,,3600,13000,I1003.5
30058,J0901,103,,,3600,13000,J0901.3
30089,A0901,102,,,3600,13000,A0901.2
30089,ADVHS01,105,,,3600,13000,ADVHS01.5
30089,B0901,107,,,3600,13000,B0901.7
30089,C0904,103,,,3600,13000,C0904.3
30089,E0901,106,,,3600,13000,E0901.6
30089,G0901,102,,,3600,13000,G0901.2
30089,H0904,101,,,3600,13000,H0904.1
30089,I0903,101,,,3600,13000,I0903.1
30089,J0903,102,,,3600,13000,J0903.2
30093,A0901,101,,,3600,13000,A0901.1
30093,ADVHS01,133,,,3600,13000,ADVHS01.33
30093,B0901,103,,,3600,13000,B0901.3
30093,C0904,104,,,3600,13000,C0904.4
30093,E0901,106,,,3600,13000,E0901.6
30093,G0901,101,,,3600,13000,G0901.1
30093,H0904,102,,,3600,13000,H0904.2
30093,I1003,105,,,3600,13000,I1003.5
30093,J0901,101,,,3600,13000,J0901.1
29135,A1006,107,,,3600,13000,A1006.7
29135,ADVHS01,125,,,3600,13000,ADVHS01.25
29135,B1001,106,,,3600,13000,B1001.6
29135,E1001,101,,,3600,13000,E1001.1
29135,G1004,107,,,3600,13000,G1004.7
29135,H1001,102,,,3600,13000,H1001.2
29135,I1211,102,,,3600,13000,I1211.2
29135,OJ1306,101,,,3600,13000,OJ1306.1
29135,OZ1323,102,,,3600,13000,OZ1323.2
30054,ADVHS01,109,,,3600,13000,ADVHS01.9
30054,B0901,102,,,3600,13000,B0901.2
30054,E0901,105,,,3600,13000,E0901.5
30054,G0901,104,,,3600,13000,G0901.4
30054,H0904,102,,,3600,13000,H0904.2
30054,I0903,103,,,3600,13000,I0903.3
30054,J0901,101,,,3600,13000,J0901.1
30054,OC1307,101,,,3600,13000,OC1307.1
29090,ADVHS01,104,,,3600,13000,ADVHS01.4
29090,B0901,107,,,3600,13000,B0901.7
29090,E0901,103,,,3600,13000,E0901.3
29090,G0901,105,,,3600,13000,G0901.5
29090,H0904,101,,,3600,13000,H0904.1
29090,I0903,101,,,3600,13000,I0903.1
29090,J0901,101,,,3600,13000,J0901.1
29090,OC1305,104,,,3600,13000,OC1305.4
30037,A0901,101,,,3600,13000,A0901.1
30037,ADVHS01,111,,,3600,13000,ADVHS01.11
30037,B0901,107,,,3600,13000,B0901.7
30037,C0904,103,,,3600,13000,C0904.3
30037,E0901,102,,,3600,13000,E0901.2
30037,G0901,103,,,3600,13000,G0901.3
30037,H0904,104,,,3600,13000,H0904.4
30037,I0903,101,,,3600,13000,I0903.1
30037,J0901,101,,,3600,13000,J0901.1
30094,A0901,103,,,3600,13000,A0901.3
30094,ADVHS01,115,,,3600,13000,ADVHS01.15
30094,B0901,104,,,3600,13000,B0901.4
30094,C0904,104,,,3600,13000,C0904.4
30094,E0901,105,,,3600,13000,E0901.5
30094,G0901,106,,,3600,13000,G0901.6
30094,H0904,102,,,3600,13000,H0904.2
30094,I1003,102,,,3600,13000,I1003.2
30094,J0901,103,,,3600,13000,J0901.3
30010,ADVHS01,128,,,3600,13000,ADVHS01.28
30010,B0901,107,,,3600,13000,B0901.7
30010,E0901,103,,,3600,13000,E0901.3
30010,G0901,103,,,3600,13000,G0901.3
30010,H0904,102,,,3600,13000,H0904.2
30010,I0903,102,,,3600,13000,I0903.2
30010,J0903,102,,,3600,13000,J0903.2
30010,OC1305,104,,,3600,13000,OC1305.4
30038,A0901,101,,,3600,13000,A0901.1
30038,ADVHS01,124,,,3600,13000,ADVHS01.24
30038,B0901,101,,,3600,13000,B0901.1
30038,E0901,101,,,3600,13000,E0901.1
30038,G0901,104,,,3600,13000,G0901.4
30038,H0904,101,,,3600,13000,H0904.1
30038,I1003,101,,,3600,13000,I1003.1
30038,J0901,102,,,3600,13000,J0901.2
30038,OC1305,101,,,3600,13000,OC1305.1
30039,A0901,103,,,3600,13000,A0901.3
30039,ADVHS01,125,,,3600,13000,ADVHS01.25
30039,B0901,101,,,3600,13000,B0901.1
30039,E0901,106,,,3600,13000,E0901.6
30039,G0901,107,,,3600,13000,G0901.7
30039,H0904,101,,,3600,13000,H0904.1
30039,I0903,101,,,3600,13000,I0903.1
30039,J0901,101,,,3600,13000,J0901.1
30039,OC1306,101,,,3600,13000,OC1306.1
27054,A1204,101,,,3600,13000,A1204.1
27054,ADVHS01,117,,,3600,13000,ADVHS01.17
27054,E1201,103,,,3600,13000,E1201.3
27054,G1201,101,,,3600,13000,G1201.1
27054,I1215,101,,,3600,13000,I1215.1
27054,J1203,103,,,3600,13000,J1203.3
27054,L1301,102,,,3600,13000,L1301.2
